CID;LID;NID;NTRANSLATION
59;3;1773;Inner Ring Viad Inside Ring Caoxi Jct Entrance Ramp
59;2;1774;nei huan gao jia wai quan cao xi li jiao ru kou za dao
59;3;1774;Inner Ring Viad Outside Ring Caoxi Jct Entrance Ramp
59;2;1777;tian lin dong lu
59;3;1777;Tianlin Rd (E)
59;2;1780;chang ping lu
59;3;1780;Changping Rd
59;2;1781;an yuan lu
59;3;1781;Anyuan Rd
59;2;1782;chang shou lu
59;3;1782;Changshou Rd
59;2;1785;jun gong lu
59;3;1785;Jungong Rd
59;2;1787;chang lin lu
59;3;1787;Changlin Rd
59;2;1788;nan bei gao jia lu
59;3;1788;Nanbei Viad
59;2;1789;ai hui lu
59;3;1789;Aihui Rd
59;2;1790;jiang yang nan lu
59;3;1790;Jiangyang Rd (S)
59;2;1793;gu bei lu
59;3;1793;Gubei Rd
59;2;1794;lou shan guan lu
59;3;1794;Loushanguan Rd
59;2;1796;kai xuan lu
59;3;1796;Kaixuan Rd
59;2;1797;ding xi lu
59;3;1797;Dingxi Rd
59;2;1798;an xi lu
59;3;1798;Anxi Rd
59;2;1802;wu ning nan lu
59;3;1802;Wuning Rd (S)
59;2;1805;xi kang lu
59;3;1805;Xikang Rd
59;2;1811;bao ding lu
59;3;1811;Baoding Rd
59;2;1812;da lian lu
59;3;1812;Dalian Rd
59;2;1813;jing zhou lu
59;3;1813;Jingzhou Rd
59;2;1814;liao yang lu
59;3;1814;Liaoyang Rd
59;2;1815;tong bei lu
59;3;1815;Tongbei Rd
59;2;1816;xu chang lu
59;3;1816;Xuchang Rd
59;2;1817;huai de lu
59;3;1817;Huaide Rd
59;2;1818;jiang pu lu
59;3;1818;Jiangpu Rd
59;2;1819;qi qi ha er lu
59;3;1819;Qiqihaer Rd
59;2;1820;lan zhou lu
59;3;1820;Lanzhou Rd
59;2;1821;mei zhou lu
59;3;1821;Meizhou Rd
59;2;1822;nei huan gao jia lu
59;3;1822;Inner Ring Viad
59;2;1823;long chang lu
59;3;1823;Longchang Rd
59;2;1825;yi xian gao jia xi ce chang yi lu shang za dao
59;3;1825;Yixian Viad W Changyi Rd Entrance Ramp
59;2;1827;nan xun lu
59;3;1827;Nanxun Rd
59;2;1831;nan bei gao jia xi ce chang zhong lu shang za dao
59;3;1831;Nanbei Viad W Changzhong Rd Entrance Ramp
59;2;1833;yi xian gao jia xi ce chang zhong lu shang za dao
59;3;1833;Yixian Viad W Changzhong Rd Entrance Ramp
59;2;1835;gong he xin lu
59;3;1835;Gonghexin Rd
59;2;1839;wei hai lu
59;3;1839;Weihai Rd
59;2;1840;nan jing xi lu
59;3;1840;Nanjing Rd (W)
59;2;1841;feng yang lu
59;3;1841;Fengyang Rd
59;2;1846;shang nan lu
59;3;1846;Shangnan Rd
59;2;1847;yang gao nan lu
59;3;1847;Yanggao Rd (S)
59;2;1850;jin gang lu
59;3;1850;Jin'gang Rd
59;2;1853;du shi lu
59;3;1853;Dushi Rd
59;2;1855;lian hua nan lu
59;3;1855;Lianhua Rd (S)
59;2;1856;hong mei nan lu
59;3;1856;Hongmei Rd (S)
59;2;1858;xie tu lu
59;3;1858;Xietu Rd
59;2;1859;zhong shan nan yi lu
59;3;1859;Zhongshan Rd (S-1)
