CID;LID;NID;NTRANSLATION
503;2;1672;xin gong yuan lu
503;3;1672;Xingongyuan Rd
503;2;1673;ai xi hu da qiao
503;3;1673;Aixihu Brg
503;2;1675;ling bei san lu
503;3;1675;Lingbeisan Rd
503;2;1679;zhong da nan lu
503;3;1679;Zhongda South Rd
503;2;1683;Y231
503;3;1683;Y231
503;2;1684;yang zi zhou li jiao
503;3;1684;Yangzizhou Jct
503;2;1685;feng sheng gao su gong lu nan
503;3;1685;Fengsheng Hwy S
503;2;1686;an shi lu
503;3;1686;Anshi Rd
503;2;1687;tao yuan xi lu
503;3;1687;Taoyuan West Rd
503;2;1688;huan hu lu
503;3;1688;Huanhu Rd
503;2;1689;zhu qiao dong lu
503;3;1689;Zhuqiao East Rd
503;2;1690;xie fo lu
503;3;1690;Xiefo Rd
503;2;1691;fo ta lu
503;3;1691;Fota Rd
503;2;1693;fu shan li jiao qiao
503;3;1693;Fushan Jct
503;2;1694;yao hu xi da dao
503;3;1694;Yaohu W Blvd
503;2;1695;nan chang rao cheng gao su gong lu xi duan
503;3;1695;Nanchangraocheng Hwy West Sect
503;2;1696;nan chang rao cheng gao su gong lu bei duan
503;3;1696;Nanchangraocheng Hwy North Sect
503;2;1697;nan chang rao cheng gao su gong lu dong duan
503;3;1697;Nanchangraocheng Hwy East Sect
503;2;1698;nan chang rao cheng gao su gong lu nan duan
503;3;1698;Nanchangraocheng Hwy South Sect
503;2;1699;chang xi nan shu niu
503;3;1699;Changxi'nanshuniu
503;2;1700;si ma miao li jiao qiao
503;3;1700;Simamiao Jct
503;2;1701;hai wei da sha
503;3;1701;Haiweidasha
503;2;1706;luo yang lu sui dao
503;3;1706;Luoyang Rd Tunl
503;2;1710;long he gao su gong lu
503;3;1710;Longhe Hwy
503;2;1711;ding nan fu wu qu
503;3;1711;Dingnan Service Area
503;2;1712;S237
503;3;1712;S237
503;2;1713;S344
503;3;1713;S344
503;2;1714;jiang xi shi da
503;3;1714;Jiangxishida
503;2;1715;nan chang chang dong zhen zheng fu
503;3;1715;Nanchangchangdongzhenzhengfu
