CID;TABCD;LCD;ALLOCATED
509;19;940;0
509;19;941;0
509;19;942;0
509;19;943;0
509;19;944;0
509;19;945;0
509;19;946;0
509;19;947;0
509;19;948;0
509;19;949;0
509;19;950;0
509;19;951;0
509;19;952;0
509;19;953;0
509;19;954;0
509;19;955;0
509;19;956;0
509;19;957;0
509;19;958;0
509;19;959;0
509;19;960;0
509;19;961;0
509;19;962;0
509;19;963;0
509;19;964;0
509;19;965;0
509;19;966;0
509;19;967;0
509;19;968;0
509;19;969;0
509;19;970;0
509;19;971;0
509;19;972;0
509;19;973;0
509;19;974;0
509;19;975;0
509;19;976;0
509;19;977;0
509;19;978;0
509;19;979;0
509;19;980;0
509;19;981;0
509;19;982;0
509;19;983;0
509;19;984;0
509;19;985;0
509;19;986;0
509;19;987;0
509;19;988;0
509;19;989;0
509;19;990;0
509;19;991;0
509;19;992;0
509;19;993;0
509;19;994;0
509;19;995;0
509;19;996;0
509;19;997;0
509;19;998;0
509;19;999;0
509;19;1000;0
509;19;1001;0
509;19;1002;0
509;19;1003;0
509;19;1004;0
509;19;1005;0
509;19;1006;0
509;19;1007;0
509;19;1008;0
509;19;1009;0
509;19;1010;0
509;19;1011;0
509;19;1012;0
509;19;1013;0
509;19;1014;0
509;19;1015;0
509;19;1016;0
509;19;1017;0
509;19;1018;0
509;19;1019;0
509;19;1020;0
509;19;1021;0
509;19;1022;0
509;19;1023;0
509;19;1024;0
509;19;1025;0
509;19;1026;0
509;19;1027;0
509;19;1028;0
509;19;1029;0
509;19;1030;0
509;19;1031;0
509;19;1032;0
509;19;1033;0
509;19;1034;0
509;19;1035;0
509;19;1036;0
509;19;1037;0
509;19;1038;0
509;19;1039;0
509;19;1040;0
509;19;1041;0
509;19;1042;0
509;19;1043;0
509;19;1044;0
509;19;1045;0
509;19;1046;0
509;19;1047;0
509;19;1048;0
509;19;1049;0
509;19;1050;0
509;19;1051;0
509;19;1052;0
509;19;1053;0
509;19;1054;0
509;19;1055;0
509;19;1056;0
509;19;1057;0
509;19;1058;0
509;19;1059;0
509;19;1060;0
509;19;1061;0
509;19;1062;0
509;19;1063;0
509;19;1064;0
509;19;1065;0
509;19;1066;0
509;19;1067;0
509;19;1068;0
509;19;1069;0
509;19;1070;0
509;19;1071;0
509;19;1072;0
509;19;1073;0
509;19;1074;0
509;19;1075;0
509;19;1076;0
509;19;1077;0
509;19;1078;0
509;19;1079;0
509;19;1080;0
509;19;1081;0
509;19;1082;0
509;19;1083;0
509;19;1084;0
509;19;1085;0
509;19;1086;0
509;19;1087;0
509;19;1088;0
509;19;1089;0
509;19;1090;0
509;19;1091;0
509;19;1092;0
509;19;1093;0
509;19;1094;0
509;19;1095;0
509;19;1096;0
509;19;1097;0
509;19;1098;0
509;19;1099;0
509;19;1100;0
509;19;1101;0
509;19;1102;0
509;19;1103;0
509;19;1104;0
509;19;1105;0
509;19;1106;0
509;19;1107;0
509;19;1108;0
509;19;1109;0
509;19;1110;0
509;19;1111;0
509;19;1112;0
509;19;1113;0
509;19;1114;0
509;19;1115;0
509;19;1116;0
509;19;1117;0
509;19;1118;0
509;19;1119;0
509;19;1120;0
509;19;1121;0
509;19;1122;0
509;19;1123;0
509;19;1124;0
509;19;1125;0
509;19;1126;0
509;19;1127;0
509;19;1128;0
509;19;1129;0
509;19;1130;0
509;19;1131;0
509;19;1132;0
509;19;1133;0
509;19;1134;0
509;19;1135;0
509;19;1136;0
509;19;1137;0
509;19;1138;0
509;19;1139;0
509;19;1140;0
509;19;1141;0
509;19;1142;0
509;19;1143;0
509;19;1144;0
509;19;1145;0
509;19;1146;0
509;19;1147;0
509;19;1148;0
509;19;1149;0
509;19;1150;0
509;19;1151;0
509;19;1152;0
509;19;1153;0
509;19;1154;0
509;19;1155;0
509;19;1156;0
509;19;1157;0
509;19;1158;0
509;19;1159;0
509;19;1160;0
509;19;1161;0
509;19;1162;0
509;19;1163;0
509;19;1164;0
509;19;1165;0
509;19;1166;0
509;19;1167;0
509;19;1168;0
509;19;1169;0
509;19;1170;0
509;19;1171;0
509;19;1172;0
509;19;1173;0
509;19;1174;0
509;19;1175;0
509;19;1176;0
509;19;1177;0
509;19;1178;0
509;19;1179;0
509;19;1180;0
509;19;1181;0
509;19;1182;0
509;19;1183;0
509;19;1184;0
509;19;1185;0
509;19;1186;0
509;19;1187;0
509;19;1188;0
509;19;1189;0
509;19;1190;0
509;19;1191;0
509;19;1192;0
509;19;1193;0
509;19;1194;0
509;19;1195;0
509;19;1196;0
509;19;1197;0
509;19;1198;0
509;19;1199;0
509;19;1200;0
509;19;1201;0
509;19;1202;0
509;19;1203;0
509;19;1204;0
509;19;1205;0
509;19;1206;0
509;19;1207;0
509;19;1208;0
509;19;1209;0
509;19;1210;0
509;19;1211;0
509;19;1212;0
509;19;1213;0
509;19;1214;0
509;19;1215;0
509;19;1216;0
509;19;1217;0
509;19;1218;0
509;19;1219;0
509;19;1220;0
509;19;1221;0
509;19;1222;0
509;19;1223;0
509;19;1224;0
509;19;1225;0
509;19;1226;0
509;19;1227;0
509;19;1228;0
509;19;1229;0
509;19;1230;0
509;19;1231;0
509;19;1232;0
509;19;1233;0
509;19;1234;0
509;19;1235;0
509;19;1236;0
509;19;1237;0
509;19;1238;0
509;19;1239;0
509;19;1240;0
509;19;1241;0
509;19;1242;0
509;19;1243;0
509;19;1244;0
509;19;1245;0
509;19;1246;0
509;19;1247;0
509;19;1248;0
509;19;1249;0
509;19;1250;0
509;19;1251;0
509;19;1252;0
509;19;1253;0
509;19;1254;0
509;19;1255;0
